"Jahr","AlterLang","AlterSort","GeschlechtLang","GeschlechtSort","ErwerbstatusLang","ErwerbstatusSort","WgtFreq","LowerCLWgtFreq","UpperCLWgtFreq","RowPercent","RowLowerCL","RowUpperCL"
"2019/2020","Total",0,"Frauen",2,"In Ausbildung",7,6900,5500,8200,3.81835620326092,3.08096022821095,4.5557521783109
"2019/2020","Total",0,"Frauen",2,"Haushaltsführende Personen",8,6400,5400,7400,3.55975800607436,2.99848882976622,4.12102718238251
"2019/2020","Total",0,"Frauen",2,"Rentner*innen",9,35600,32600,38600,19.7479978637782,18.2777545024495,21.2182412251068
"2019/2020","Total",0,"Frauen",2,"Andere Nichterwerbspersonen",10,3600,2800,4300,1.98644801385321,1.56212524462751,2.4107707830789
"2019/2020","15-24 Jahre",1,"Total",0,"Total",0,30800,28300,33300,100,_,_
"2019/2020","15-24 Jahre",1,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,5500,4400,6600,17.8104452070998,14.5191274330676,21.101762981132
"2019/2020","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,1900,1200,2500,6.02097465800835,4.09510537064114,7.94684394537556
"2019/2020","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,3300,2500,4200,10.843664208666,8.27382962169762,13.4134987956343
"2019/2020","15-24 Jahre",1,"Total",0,"Selbstständige",4,200,0,400,0.6472443129356,0.07215664169163,1.22233198417956
"2019/2020","15-24 Jahre",1,"Total",0,"Lehrlinge",5,4900,4000,5800,15.9851324051767,13.2612107212681,18.7090540890854
"2019/2020","15-24 Jahre",1,"Total",0,"Erwerbslose",6,1600,1000,2200,5.2170597161058,3.28759558020632,7.14652385200527
"2019/2020","15-24 Jahre",1,"Total",0,"In Ausbildung",7,11800,10200,13400,38.3737458302032,34.2719968056007,42.4754948548058
"2019/2020","15-24 Jahre",1,"Total",0,"Haushaltsführende Personen",8,200,0,500,0.80707971203752,0,1.63273309391448
"2019/2020","15-24 Jahre",1,"Total",0,"Rentner*innen",9,200,0,400,0.55238170171812,0,1.18136527680207
"2019/2020","15-24 Jahre",1,"Total",0,"Andere Nichterwerbspersonen",10,1200,700,1600,3.74227224804862,2.2468412260381,5.23770327005914
"2019/2020","15-24 Jahre",1,"Maenner",1,"Total",0,16300,14500,18100,100,_,_
"2019/2020","15-24 Jahre",1,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,2600,1900,3400,16.1488320912415,11.871958039589,20.425706142894
"2019/2020","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,600,300,900,3.56067524089185,1.67101933261312,5.45033114917058
"2019/2020","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1600,1000,2200,9.78405402686099,6.25102771546876,13.3170803382532
"2019/2020","15-24 Jahre",1,"Maenner",1,"Selbstständige",4,100,0,200,0.67768775516701,0,1.45666067694433
"2019/2020","15-24 Jahre",1,"Maenner",1,"Lehrlinge",5,2900,2300,3600,17.919802747084,14.0806789366124,21.7589265575556
"2019/2020","15-24 Jahre",1,"Maenner",1,"Erwerbslose",6,900,500,1300,5.56797316652254,3.08165535385555,8.05429097918953
"2019/2020","15-24 Jahre",1,"Maenner",1,"In Ausbildung",7,6500,5300,7700,39.93141679182,34.4175496693549,45.4452839142851
"2019/2020","15-24 Jahre",1,"Maenner",1,"Haushaltsführende Personen",8,100,0,200,0.42625079549653,0,1.01807043867453
"2019/2020","15-24 Jahre",1,"Maenner",1,"Rentner*innen",9,100,0,300,0.71957424648139,0,1.72353342043486
"2019/2020","15-24 Jahre",1,"Maenner",1,"Andere Nichterwerbspersonen",10,900,500,1200,5.26373313843399,2.95614913686834,7.57131713999964
"2019/2020","15-24 Jahre",1,"Frauen",2,"Total",0,14400,12700,16200,100,_,_
"2019/2020","15-24 Jahre",1,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,2800,2000,3700,19.6893890694395,14.6172461296497,24.7615320092293
"2019/2020","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,1300,700,1800,8.80306902473518,5.33263311616013,12.2735049333102
"2019/2020","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,1700,1200,2300,12.0418661418198,8.28529676665822,15.7984355169813
"2019/2020","15-24 Jahre",1,"Frauen",2,"Selbstständige",4,100,0,200,0.61281901959668,0,1.46467995018315
"2019/2020","15-24 Jahre",1,"Frauen",2,"Lehrlinge",5,2000,1400,2600,13.7974167872126,9.95762191160002,17.6372116628253
"2019/2020","15-24 Jahre",1,"Frauen",2,"Erwerbslose",6,700,200,1100,4.82024852848324,1.81803678805161,7.82246026891486
"2019/2020","15-24 Jahre",1,"Frauen",2,"In Ausbildung",7,5300,4200,6400,36.6123392398594,30.4930907207362,42.7315877589827
"2019/2020","15-24 Jahre",1,"Frauen",2,"Haushaltsführende Personen",8,200,0,400,1.23771916023815,0,2.86066147729181
"2019/2020","15-24 Jahre",1,"Frauen",2,"Rentner*innen",9,100,0,200,0.36332120212666,0,1.07439423141191
"2019/2020","15-24 Jahre",1,"Frauen",2,"Andere Nichterwerbspersonen",10,300,0,600,2.02181182648853,0.20350305988764,3.84012059308942
"2019/2020","25-39 Jahre",2,"Total",0,"Total",0,134500,129300,139600,100,_,_
"2019/2020","25-39 Jahre",2,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,81100,76800,85400,60.2951886184635,58.2319379222531,62.3584393146739
"2019/2020","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,27600,25100,30000,20.4870256095692,18.8249687933496,22.1490824257888
"2019/2020","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,6800,5600,8000,5.06315613543127,4.19011737564084,5.93619489522169
"2019/2020","25-39 Jahre",2,"Total",0,"Selbstständige",4,5700,4600,6800,4.2203506006645,3.4294546923977,5.01124650893131
"2019/2020","25-39 Jahre",2,"Total",0,"Lehrlinge",5,400,100,800,0.33247876948613,0.10398503994474,0.56097249902752
"2019/2020","25-39 Jahre",2,"Total",0,"Erwerbslose",6,5200,4000,6300,3.84570993017767,3.02176290424314,4.66965695611219
"2019/2020","25-39 Jahre",2,"Total",0,"In Ausbildung",7,3100,2100,4100,2.28732877207758,1.57137136063629,3.00328618351887
"2019/2020","25-39 Jahre",2,"Total",0,"Haushaltsführende Personen",8,3600,2800,4300,2.64067851627891,2.06649293879993,3.21486409375788
"2019/2020","25-39 Jahre",2,"Total",0,"Rentner*innen",9,200,0,500,0.13863807890633,0,0.35091285036187
"2019/2020","25-39 Jahre",2,"Total",0,"Andere Nichterwerbspersonen",10,900,500,1400,0.68944496894481,0.34233198430428,1.03655795358534
"2019/2020","25-39 Jahre",2,"Maenner",1,"Total",0,69700,65600,73800,100,_,_
"2019/2020","25-39 Jahre",2,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,49700,46200,53300,71.3587926705518,68.6210439447084,74.0965413963953
"2019/2020","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,10000,8400,11600,14.3116200211701,12.1665198826892,16.4567201596511
"2019/2020","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1600,1000,2200,2.32758915885205,1.44232414473522,3.21285417296887
"2019/2020","25-39 Jahre",2,"Maenner",1,"Selbstständige",4,3600,2700,4600,5.22895961469071,3.95060965096269,6.50730957841874
"2019/2020","25-39 Jahre",2,"Maenner",1,"Lehrlinge",5,300,0,600,0.46018033301949,0.05264832816943,0.86771233786955
"2019/2020","25-39 Jahre",2,"Maenner",1,"Erwerbslose",6,2200,1500,2800,3.10157768408015,2.14993460305335,4.05322076510696
"2019/2020","25-39 Jahre",2,"Maenner",1,"In Ausbildung",7,1600,1000,2200,2.27206138386216,1.38256428017128,3.16155848755304
"2019/2020","25-39 Jahre",2,"Maenner",1,"Haushaltsführende Personen",8,200,0,400,0.23711146950048,0,0.54140429775545
"2019/2020","25-39 Jahre",2,"Maenner",1,"Rentner*innen",9,100,0,400,0.19693223196193,0,0.58240810404551
"2019/2020","25-39 Jahre",2,"Maenner",1,"Andere Nichterwerbspersonen",10,400,0,700,0.50517543231093,0.05497883503432,0.95537202958755
"2019/2020","25-39 Jahre",2,"Frauen",2,"Total",0,64800,61200,68400,100,_,_
"2019/2020","25-39 Jahre",2,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,31400,28700,34100,48.4019919913282,45.4395815873373,51.364402395319
"2019/2020","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,17600,15700,19400,27.125487413639,24.5979939446274,29.6529808826506
"2019/2020","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,5200,4200,6200,8.00384669033355,6.47918953581555,9.52850384485154
"2019/2020","25-39 Jahre",2,"Frauen",2,"Selbstständige",4,2000,1400,2600,3.13611211316635,2.24348124990279,4.0287429764299
"2019/2020","25-39 Jahre",2,"Frauen",2,"Lehrlinge",5,100,0,200,0.19520164012175,0.01448465013884,0.37591863010466
"2019/2020","25-39 Jahre",2,"Frauen",2,"Erwerbslose",6,3000,2100,3900,4.64564014078196,3.28116310138643,6.0101171801775
"2019/2020","25-39 Jahre",2,"Frauen",2,"In Ausbildung",7,1500,700,2200,2.30374096914952,1.16685864986213,3.44062328843692
"2019/2020","25-39 Jahre",2,"Frauen",2,"Haushaltsführende Personen",8,3400,2600,4100,5.22447447998596,4.08902307966188,6.35992588031003
"2019/2020","25-39 Jahre",2,"Frauen",2,"Rentner*innen",9,0,0,100,0.0759728008253,0,0.2248562060077
"2019/2020","25-39 Jahre",2,"Frauen",2,"Andere Nichterwerbspersonen",10,600,200,900,0.88753176066836,0.35423496938125,1.42082855195547
"2019/2020","40-54 Jahre",3,"Total",0,"Total",0,91800,88400,95300,100,_,_
"2019/2020","40-54 Jahre",3,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,42200,39600,44700,45.9335004635216,43.8187252110573,48.0482757159859
"2019/2020","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,23100,21300,24900,25.1895700574037,23.4137153046667,26.9654248101406
"2019/2020","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,5000,4200,5800,5.44653854468996,4.60321064624284,6.28986644313709
"2019/2020","40-54 Jahre",3,"Total",0,"Selbstständige",4,12000,10600,13400,13.0814180463241,11.617829509662,14.5450065829862
"2019/2020","40-54 Jahre",3,"Total",0,"Lehrlinge",5,0,0,100,0.03015624829404,0,0.08926720454201
"2019/2020","40-54 Jahre",3,"Total",0,"Erwerbslose",6,3100,2400,3900,3.42974832304376,2.63467201745454,4.22482462863298
"2019/2020","40-54 Jahre",3,"Total",0,"In Ausbildung",7,200,0,300,0.17018223866679,0.05378989108389,0.28657458624968
"2019/2020","40-54 Jahre",3,"Total",0,"Haushaltsführende Personen",8,2400,1700,3000,2.58438794388988,1.90376669791668,3.26500918986309
"2019/2020","40-54 Jahre",3,"Total",0,"Rentner*innen",9,1800,1200,2500,1.97046344670159,1.27563800722052,2.66528888618265
"2019/2020","40-54 Jahre",3,"Total",0,"Andere Nichterwerbspersonen",10,2000,1400,2500,2.16403468746447,1.57993236302407,2.74813701190488
"2019/2020","40-54 Jahre",3,"Maenner",1,"Total",0,48300,45400,51200,100,_,_
"2019/2020","40-54 Jahre",3,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,29500,27200,31800,61.0379911894021,57.9409968806857,64.1349854981185
"2019/2020","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,7200,6000,8400,14.9798510504032,12.7018092239532,17.2578928768532
"2019/2020","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1200,800,1600,2.43327233534357,1.61482975168752,3.25171491899962
"2019/2020","40-54 Jahre",3,"Maenner",1,"Selbstständige",4,6700,5600,7900,13.9135798402639,11.6814285810944,16.1457310994334
"2019/2020","40-54 Jahre",3,"Maenner",1,"Lehrlinge",5,,,,,,
"2019/2020","40-54 Jahre",3,"Maenner",1,"Erwerbslose",6,1500,1000,2100,3.20150264914914,2.00136523348886,4.40164006480943
"2019/2020","40-54 Jahre",3,"Maenner",1,"In Ausbildung",7,100,0,100,0.11697400977313,0,0.25142517553174
"2019/2020","40-54 Jahre",3,"Maenner",1,"Haushaltsführende Personen",8,200,0,400,0.48499707436226,0.09375115212811,0.87624299659641
"2019/2020","40-54 Jahre",3,"Maenner",1,"Rentner*innen",9,1300,800,1900,2.76335619327921,1.58936825181372,3.93734413474469
"2019/2020","40-54 Jahre",3,"Maenner",1,"Andere Nichterwerbspersonen",10,500,200,800,1.06847565802336,0.46191643314057,1.67503488290616
"2019/2020","40-54 Jahre",3,"Frauen",2,"Total",0,43500,41300,45800,100,_,_
"2019/2020","40-54 Jahre",3,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,12700,11400,14000,29.1752281007263,26.6395067624603,31.7109494389923
"2019/2020","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,15900,14500,17300,36.5171450794306,33.883983268595,39.1503068902662
"2019/2020","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,3800,3100,4500,8.78972546533941,7.28754600273749,10.2919049279413
"2019/2020","40-54 Jahre",3,"Frauen",2,"Selbstständige",4,5300,4400,6100,12.1581433563102,10.3171092025383,13.9991775100821
"2019/2020","40-54 Jahre",3,"Frauen",2,"Lehrlinge",5,0,0,100,0.06361428614008,0,0.18828722030742
"2019/2020","40-54 Jahre",3,"Frauen",2,"Erwerbslose",6,1600,1200,2100,3.6829844789773,2.66265427918709,4.70331467876751
"2019/2020","40-54 Jahre",3,"Frauen",2,"In Ausbildung",7,100,0,200,0.22921620465241,0.03425933045516,0.42417307884966
"2019/2020","40-54 Jahre",3,"Frauen",2,"Haushaltsführende Personen",8,2100,1500,2700,4.913639861482,3.56712636448693,6.26015335847708
"2019/2020","40-54 Jahre",3,"Frauen",2,"Rentner*innen",9,500,200,800,1.09075734851018,0.42598860654649,1.75552609047387
"2019/2020","40-54 Jahre",3,"Frauen",2,"Andere Nichterwerbspersonen",10,1500,1000,1900,3.37954581843135,2.35380244858706,4.40528918827565
"2019/2020","55-64 Jahre",4,"Total",0,"Total",0,41500,39300,43700,100,_,_
"2019/2020","55-64 Jahre",4,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,12600,11500,13800,30.3657593897477,27.8843400384848,32.8471787410107
"2019/2020","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,9900,8900,11000,23.9208527254814,21.6011511868682,26.2405542640946
"2019/2020","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,3100,2400,3700,7.34856726765195,5.81677520803082,8.88035932727308
"2019/2020","55-64 Jahre",4,"Total",0,"Selbstständige",4,6900,5900,7900,16.6230062440075,14.4047089124057,18.8413035756093
"2019/2020","55-64 Jahre",4,"Total",0,"Lehrlinge",5,,,,,,
"2019/2020","55-64 Jahre",4,"Total",0,"Erwerbslose",6,1000,700,1400,2.50742827610469,1.62464026307697,3.39021628913242
"2019/2020","55-64 Jahre",4,"Total",0,"In Ausbildung",7,100,0,100,0.14771689272466,0,0.35235274782535
"2019/2020","55-64 Jahre",4,"Total",0,"Haushaltsführende Personen",8,600,300,800,1.41614107106529,0.81866507363694,2.01361706849364
"2019/2020","55-64 Jahre",4,"Total",0,"Rentner*innen",9,5400,4300,6400,12.8968126158892,10.6219317966083,15.1716934351701
"2019/2020","55-64 Jahre",4,"Total",0,"Andere Nichterwerbspersonen",10,2000,1400,2600,4.77371551732736,3.41457905097922,6.13285198367551
"2019/2020","55-64 Jahre",4,"Maenner",1,"Total",0,19900,18200,21500,100,_,_
"2019/2020","55-64 Jahre",4,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,8100,7200,9100,41.0037654795083,36.9152189453509,45.0923120136657
"2019/2020","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,2800,2200,3300,13.8933139496439,11.1260190664139,16.6606088328739
"2019/2020","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1000,500,1500,4.95807977601813,2.55011513756812,7.36604441446815
"2019/2020","55-64 Jahre",4,"Maenner",1,"Selbstständige",4,3900,3100,4800,19.8623081942073,16.2439402684125,23.480676120002
"2019/2020","55-64 Jahre",4,"Maenner",1,"Lehrlinge",5,,,,,,
"2019/2020","55-64 Jahre",4,"Maenner",1,"Erwerbslose",6,500,200,700,2.40143815611576,1.12648478086169,3.67639153136983
"2019/2020","55-64 Jahre",4,"Maenner",1,"In Ausbildung",7,100,0,100,0.30858917285857,0,0.73586454760622
"2019/2020","55-64 Jahre",4,"Maenner",1,"Haushaltsführende Personen",8,100,0,200,0.37982456250209,0,0.81025807898761
"2019/2020","55-64 Jahre",4,"Maenner",1,"Rentner*innen",9,2500,1800,3200,12.6273842457921,9.22629714365954,16.0284713479248
"2019/2020","55-64 Jahre",4,"Maenner",1,"Andere Nichterwerbspersonen",10,900,500,1300,4.56529646335358,2.61585200688899,6.51474091981817
"2019/2020","55-64 Jahre",4,"Frauen",2,"Total",0,21600,20100,23200,100,_,_
"2019/2020","55-64 Jahre",4,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,4500,3800,5100,20.5976799974654,17.7178178915337,23.4775421033972
"2019/2020","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,7200,6300,8100,33.1283859836029,29.6357713688875,36.6210005983184
"2019/2020","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,2100,1600,2500,9.54357180210248,7.5831377884218,11.5040058157831
"2019/2020","55-64 Jahre",4,"Frauen",2,"Selbstständige",4,3000,2300,3600,13.6485993525147,11.0314109964762,16.2657877085532
"2019/2020","55-64 Jahre",4,"Frauen",2,"Lehrlinge",5,,,,,,
"2019/2020","55-64 Jahre",4,"Frauen",2,"Erwerbslose",6,600,300,800,2.60475101667408,1.38140124308435,3.82810079026382
"2019/2020","55-64 Jahre",4,"Frauen",2,"In Ausbildung",7,,,,,,
"2019/2020","55-64 Jahre",4,"Frauen",2,"Haushaltsführende Personen",8,500,300,700,2.36771243187901,1.29663556715604,3.43878929660197
"2019/2020","55-64 Jahre",4,"Frauen",2,"Rentner*innen",9,2800,2100,3600,13.1442083860584,10.0962175584401,16.1921992136767
"2019/2020","55-64 Jahre",4,"Frauen",2,"Andere Nichterwerbspersonen",10,1100,700,1500,4.96509102970273,3.07015430382675,6.86002775557872
"2019/2020","65 Jahre und älter",5,"Total",0,"Total",0,59700,56000,63300,100,_,_
"2019/2020","65 Jahre und älter",5,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,200,100,400,0.40464907630303,0.09305469449319,0.71624345811287
"2019/2020","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,500,200,700,0.81560903095964,0.38641920565696,1.24479885626233
"2019/2020","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,2400,1700,3000,3.99671085672516,2.92221976606271,5.07120194738762
"2019/2020","65 Jahre und älter",5,"Total",0,"Selbstständige",4,4000,3200,4800,6.70813153372366,5.39875448164629,8.01750858580104
"2019/2020","65 Jahre und älter",5,"Total",0,"Lehrlinge",5,,,,,,
"2019/2020","65 Jahre und älter",5,"Total",0,"Erwerbslose",6,100,0,200,0.12557079674544,0,0.32345897698069
"2019/2020","65 Jahre und älter",5,"Total",0,"In Ausbildung",7,,,,,,
"2019/2020","65 Jahre und älter",5,"Total",0,"Haushaltsführende Personen",8,200,100,300,0.33605076760637,0.11468641422265,0.55741512099009
"2019/2020","65 Jahre und älter",5,"Total",0,"Rentner*innen",9,52000,48500,55500,87.1753183912547,85.3802401459425,88.9703966365669
"2019/2020","65 Jahre und älter",5,"Total",0,"Andere Nichterwerbspersonen",10,300,100,500,0.43795954668191,0.11302987185954,0.76288922150427
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Total",0,23900,21600,26200,100,_,_
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,200,0,400,0.78331913288283,0.07857290770392,1.48806535806174
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,300,100,500,1.23900616794134,0.30531479645807,2.1726975394246
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1000,500,1500,4.18854345736218,2.17657283433484,6.20051408038951
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Selbstständige",4,2400,1800,3100,10.1045123428362,7.49779162832565,12.7112330573468
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Lehrlinge",5,,,,,,
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Erwerbslose",6,0,0,100,0.07195292085552,0,0.21307666403986
"2019/2020","65 Jahre und älter",5,"Maenner",1,"In Ausbildung",7,,,,,,
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Haushaltsführende Personen",8,,,,,,
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Rentner*innen",9,19900,17700,22000,83.2208532911751,79.8260671734455,86.6156394089046
"2019/2020","65 Jahre und älter",5,"Maenner",1,"Andere Nichterwerbspersonen",10,100,0,200,0.39181268694679,0,0.98443020751712
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Total",0,35800,32900,38800,100,_,_
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,100,0,100,0.15249802762248,0,0.37320076154576
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,200,100,300,0.5336748504159,0.18290739508753,0.88444230574427
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,1400,1000,1800,3.86897223419284,2.68362569721191,5.05431877117377
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Selbstständige",4,1600,1100,2100,4.44652946655366,3.15614459233926,5.73691434076806
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Lehrlinge",5,,,,,,
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Erwerbslose",6,100,0,200,0.16127418389937,0,0.47720177424897
"2019/2020","65 Jahre und älter",5,"Frauen",2,"In Ausbildung",7,,,,,,
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Haushaltsführende Personen",8,200,100,300,0.5598222330008,0.19059376814612,0.92905069785548
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Rentner*innen",9,32200,29300,35100,89.808540914741,87.9044774843975,91.7126043450845
"2019/2020","65 Jahre und älter",5,"Frauen",2,"Andere Nichterwerbspersonen",10,200,0,300,0.46868808957389,0.09804704717546,0.83932913197233
"2021/2022","Total",0,"Total",0,"Total",0,361600,357400,365900,100,_,_
"2021/2022","Total",0,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,140500,136600,144300,38.8478074271746,37.8046549331234,39.8909599212259
"2021/2022","Total",0,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,56800,54200,59400,15.7134842124166,14.9837812780057,16.4431871468275
"2021/2022","Total",0,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,20700,19000,22400,5.72406355353058,5.25733456871606,6.1907925383451
"2021/2022","Total",0,"Total",0,"Selbstständige",4,32300,30200,34400,8.92948028089587,8.35381384113192,9.50514672065983
"2021/2022","Total",0,"Total",0,"Lehrlinge",5,6500,5600,7400,1.79802569155363,1.54539278748647,2.05065859562078
"2021/2022","Total",0,"Total",0,"Erwerbslose",6,11500,10200,12900,3.18634091114196,2.81423359192454,3.55844823035939
"2021/2022","Total",0,"Total",0,"In Ausbildung",7,13800,12400,15200,3.81865541154466,3.4248031682774,4.21250765481191
"2021/2022","Total",0,"Total",0,"Haushaltsführende Personen",8,5800,4800,6700,1.5993853683694,1.33702988544874,1.86174085129006
"2021/2022","Total",0,"Total",0,"Rentner*innen",9,59400,55500,63400,16.4268906383685,15.4305418898052,17.4232393869317
"2021/2022","Total",0,"Total",0,"Andere Nichterwerbspersonen",10,14300,12600,16000,3.95586650500405,3.49665938281617,4.41507362719194
"2021/2022","Total",0,"Maenner",1,"Total",0,180300,175800,184800,100,_,_
"2021/2022","Total",0,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,89200,85700,92600,49.4585770239653,47.9098142382005,51.0073398097301
"2021/2022","Total",0,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,17200,15600,18800,9.52499749521157,8.65343192533038,10.3965630650927
"2021/2022","Total",0,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,5800,4900,6800,3.2348837636831,2.72329614504009,3.74647138232612
"2021/2022","Total",0,"Maenner",1,"Selbstständige",4,20200,18500,21900,11.1885428779932,10.2725109668558,12.1045747891306
"2021/2022","Total",0,"Maenner",1,"Lehrlinge",5,3500,2800,4100,1.92572548338059,1.55219843344009,2.29925253332108
"2021/2022","Total",0,"Maenner",1,"Erwerbslose",6,6300,5300,7400,3.51792214836808,2.94126479617019,4.09457950056598
"2021/2022","Total",0,"Maenner",1,"In Ausbildung",7,7400,6300,8500,4.10600893778353,3.50313496496065,4.7088829106064
"2021/2022","Total",0,"Maenner",1,"Haushaltsführende Personen",8,600,300,800,0.31103529921674,0.16339891510015,0.45867168333332
"2021/2022","Total",0,"Maenner",1,"Rentner*innen",9,22900,20500,25300,12.7101022112067,11.4876306318164,13.932573790597
"2021/2022","Total",0,"Maenner",1,"Andere Nichterwerbspersonen",10,7300,6000,8500,4.02220475919105,3.33589888356942,4.70851063481268
"2021/2022","Total",0,"Frauen",2,"Total",0,181400,176900,185800,100,_,_
"2021/2022","Total",0,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,51300,48800,53800,28.3017365646706,26.9940883722723,29.6093847570688
"2021/2022","Total",0,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,39700,37500,41800,21.8642368845931,20.7045458888353,23.0239278803509
"2021/2022","Total",0,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,14900,13400,16300,8.19806567126428,7.42311710463463,8.97301423789394
"2021/2022","Total",0,"Frauen",2,"Selbstständige",4,12100,10900,13400,6.68419222572718,5.99156130670675,7.37682314474762
"2021/2022","Total",0,"Frauen",2,"Lehrlinge",5,3000,2400,3600,1.67110454399224,1.33068341739342,2.01152567059106
"2021/2022","Total",0,"Frauen",2,"Erwerbslose",6,5200,4300,6000,2.85678147696849,2.38620313595976,3.32735981797722
"2021/2022","Total",0,"Frauen",2,"In Ausbildung",7,6400,5500,7300,3.53305401169689,3.02591664834403,4.04019137504975
"2021/2022","Total",0,"Frauen",2,"Haushaltsführende Personen",8,5200,4300,6100,2.87987977558992,2.38065272107381,3.37910683010604
"2021/2022","Total",0,"Frauen",2,"Rentner*innen",9,36500,33200,39700,20.1210160998844,18.5779631445225,21.6640690552462
"2021/2022","Total",0,"Frauen",2,"Andere Nichterwerbspersonen",10,7100,5900,8200,3.8899327456128,3.27924923230524,4.50061625892035
"2021/2022","15-24 Jahre",1,"Total",0,"Total",0,31500,29400,33700,100,_,_
"2021/2022","15-24 Jahre",1,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,5400,4300,6400,17.023207997656,14.0992061870588,19.9472098082532
"2021/2022","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,1700,1200,2200,5.35401976930878,3.76678494750159,6.94125459111597
